user_id,own_bm25
1260,"[480014, 925425, 6552253, 869177, 9859128]"
1261,"[480014, 1126310, 1100410, 9526730, 1034837]"
1263,"[480014, 1016800, 835578, 850102, 1070015]"
1264,"[480014, 1107553, 1031864, 5592610, 1083787]"
1265,"[480014, 1054402, 1042544, 1060872, 1070716]"
1266,"[480014, 7167249, 1083328, 1071377, 912681]"
1267,"[480014, 9189814, 13842090, 979239, 862349]"
1268,"[480014, 1082990, 955431, 7168058, 915459]"
1269,"[480014, 1057260, 1031316, 997309, 970792]"
1270,"[480014, 1025650, 887219, 1026118, 835243]"
1271,"[480014, 864279, 6533936, 935126, 1100265]"
1272,"[480014, 974766, 905436, 6514085, 10150078]"
1273,"[480014, 1038745, 7462562, 820895, 838186]"
1274,"[480014, 5569792, 5568072, 879504, 1070820]"
1276,"[480014, 887219, 855672, 921614, 1047450]"
1277,"[480014, 1006483, 1090884, 1116635, 921554]"
1278,"[480014, 1108094, 1056492, 1005184, 1099164]"
1279,"[480014, 898980, 1092446, 1038745, 969866]"
1280,"[5668996, 480014, 862651, 1109408, 1119374]"
1281,"[480014, 901976, 1021133, 970202, 1017195]"
1282,"[480014, 1111839, 1088835, 884897, 850652]"
1284,"[480014, 920308, 15926886, 918638, 8205218]"
1285,"[480014, 1109408, 829459, 899580, 907281]"
1287,"[480014, 1130375, 862349, 865196, 981591]"
1288,"[480014, 879506, 862349, 990984, 909396]"
1289,"[480014, 885750, 1055155, 999631, 1110572]"
1290,"[480014, 972037, 1008673, 853235, 13512060]"
1291,"[480014, 962229, 837270, 1018631, 5591154]"
1292,"[480014, 923670, 1112333, 935570, 935993]"
1293,"[480014, 959409, 969419, 1001148, 988572]"
1294,"[480014, 1126899, 908346, 1028816, 999965]"
1295,"[480014, 821730, 1096791, 978913, 914484]"
1296,"[480014, 935578, 1005186, 933060, 9526628]"
1297,"[480014, 867138, 987838, 5565151, 870515]"
1298,"[480014, 931255, 955043, 944466, 1068855]"
1299,"[480014, 1016129, 1006555, 1082141, 1083840]"
1300,"[480014, 1118627, 1070820, 1106523, 1051093]"
1302,"[480014, 1127716, 1047450, 882190, 1058997]"
1303,"[480014, 6534178, 1005172, 1091365, 972312]"
1304,"[480014, 935796, 871611, 1118623, 1126808]"
1305,"[480014, 1037894, 1060269, 944139, 1104349]"
1306,"[480014, 861701, 940332, 896761, 12301839]"
1307,"[9802914, 480014, 5585966, 906262, 5586658]"
1312,"[480014, 1045586, 911974, 880253, 1027835]"
1313,"[480014, 1106390, 929751, 1017838, 1099945]"
1314,"[480014, 1102416, 1015280, 6534178, 963365]"
1316,"[480014, 982790, 1138631, 1034955, 879152]"
1317,"[480014, 1138292, 5568489, 1120741, 882441]"
1318,"[480014, 925862, 947427, 1046816, 843842]"
1319,"[480014, 874149, 947326, 1056933, 1092264]"
1320,"[480014, 964327, 1025719, 899580, 9527223]"
1321,"[981591, 480014, 869622, 1043095, 1107661]"
1324,"[480014, 907647, 838186, 929751, 924610]"
1325,"[480014, 1057365, 845715, 954077, 832001]"
1326,"[480014, 6533765, 9575582, 1056212, 6534178]"
1328,"[480014, 912681, 931532, 922561, 844165]"
1329,"[480014, 1082770, 9553042, 824073, 5569374]"
1330,"[480014, 880888, 1112766, 1016800, 856252]"
1331,"[1031316, 480014, 1029252, 1102416, 1011300]"
1332,"[480014, 874736, 1112205, 997309, 1088835]"
1333,"[480014, 888586, 1126899, 9338009, 1071554]"
1334,"[480014, 969945, 879755, 8090519, 6944571]"
1335,"[480014, 1010681, 970119, 835973, 836286]"
1336,"[480014, 926905, 938139, 838487, 935993]"
1337,"[480014, 923670, 914318, 987237, 952317]"
1338,"[839849, 480014, 874736, 16809471, 996425]"
1340,"[480014, 1024032, 6773215, 928092, 1116476]"
1341,"[480014, 1023958, 1009368, 906763, 10198378]"
1342,"[480014, 975633, 13115937, 936914, 978974]"
1345,"[480014, 895540, 1029743, 5569845, 948086]"
1346,"[480014, 5574377, 903738, 5568758, 1055863]"
1347,"[480014, 6533889, 982469, 1107553, 957232]"
1350,"[480014, 890513, 951746, 9527487, 861445]"
1351,"[480014, 1133018, 860975, 972629, 1015247]"
1352,"[480014, 871722, 1116050, 915349, 915493]"
1353,"[480014, 954642, 1057260, 825176, 886996]"
1354,"[480014, 1003600, 995242, 1005186, 926206]"
1356,"[480014, 939527, 869573, 946839, 1048893]"
1357,"[5582789, 480014, 866548, 5586076, 5583944]"
1358,"[480014, 1050741, 1076875, 1089766, 997988]"
1360,"[480014, 845814, 9859128, 988208, 971807]"
1361,"[480014, 955012, 821735, 1015974, 943169]"
1362,"[480014, 7168026, 921406, 1065017, 874149]"
1364,"[480014, 1005186, 1007136, 1135834, 857055]"
1366,"[480014, 1082172, 9934800, 922561, 870211]"
1367,"[480014, 1116635, 6534178, 1126899, 1076467]"
1368,"[480014, 1023226, 1078652, 858439, 1134483]"
1369,"[480014, 985889, 867138, 1011926, 1126899]"
1370,"[480014, 1068957, 1061394, 8090539, 5563693]"
1372,"[480014, 1017838, 1125391, 858302, 1137775]"
1373,"[480014, 1007269, 1117219, 5592888, 5569471]"
1374,"[480014, 1043006, 1118623, 1009449, 944534]"
1375,"[480014, 948495, 921406, 1119051, 1018050]"
1376,"[480014, 871279, 1034176, 824073, 6534166]"
1378,"[480014, 7466806, 8011397, 8011282, 8011285]"
1379,"[480014, 1010190, 862732, 839094, 993379]"
1382,"[480014, 1070782, 8090541, 957741, 5570383]"
1383,"[480014, 1018588, 1077975, 903738, 1059891]"
1384,"[480014, 882441, 870420, 1051878, 847789]"
1385,"[480014, 890909, 1033615, 953677, 1112754]"
1386,"[1108429, 480014, 906262, 921554, 1127264]"
1387,"[480014, 854133, 1017369, 944534, 1100379]"
1388,"[480014, 1010190, 1022066, 1076875, 5570383]"
1389,"[480014, 1058997, 862535, 935126, 12263788]"
1390,"[480014, 12648296, 12324948, 1050310, 932761]"
1391,"[480014, 965772, 5580166, 6534178, 1404121]"
1392,"[480014, 913278, 862349, 1018397, 936914]"
1393,"[480014, 843171, 1062128, 926796, 1058997]"
1394,"[480014, 862349, 961021, 1119051, 915493]"
1395,"[480014, 6533608, 1048462, 1126899, 13672065]"
1397,"[918046, 480014, 1085983, 7410071, 970760]"
1398,"[480014, 1107553, 955012, 821735, 1017195]"
1399,"[480014, 5995597, 849098, 929751, 7167853]"
1401,"[480014, 1058997, 906763, 878234, 1043663]"
1402,"[480014, 1119051, 1057260, 969866, 968936]"
1403,"[480014, 1075368, 6534178, 863762, 1013928]"
1404,"[480014, 1057315, 912817, 9802643, 889511]"
1405,"[480014, 5583944, 9934800, 5587502, 5588121]"
1406,"[480014, 919644, 6544236, 996087, 943362]"
1407,"[480014, 6464166, 1048256, 1112825, 909086]"
1408,"[480014, 8090956, 1056964, 882496, 1037417]"
1409,"[480014, 1116050, 1076608, 998558, 1125219]"
1410,"[480014, 10150078, 1064945, 1092937, 879635]"
1412,"[480014, 8090539, 9487606, 1032512, 9677202]"
1413,"[480014, 1054383, 989354, 931532, 846043]"
1414,"[480014, 871162, 833351, 968992, 916767]"
1415,"[480014, 1095275, 397896, 834236, 1027808]"
1417,"[480014, 6533889, 10198378, 835243, 9526313]"
1418,"[480014, 956672, 862349, 948670, 1109778]"
1419,"[480014, 1114653, 1019637, 1085604, 1009343]"
1420,"[480014, 397896, 5981267, 849843, 1029743]"
1421,"[480014, 942045, 985893, 1012523, 1053690]"
1423,"[480014, 5981267, 13008334, 878445, 986947]"
1424,"[480014, 1082212, 5568072, 1023226, 1131892]"
1425,"[480014, 951590, 997202, 845193, 856435]"
1426,"[480014, 1082990, 1006483, 971922, 844165]"
1427,"[480014, 884897, 1043006, 1058930, 996009]"
1428,"[480014, 12949855, 879755, 6534178, 1006188]"
1429,"[480014, 926909, 1031492, 1058997, 8119302]"
1430,"[480014, 906844, 900311, 905436, 1089392]"
1431,"[480014, 1110572, 934399, 948298, 6944571]"
1433,"[15831255, 13777104, 1121393, 849202, 480014]"
1434,"[480014, 1121213, 1094371, 847139, 1075368]"
1437,"[480014, 819304, 945652, 7168224, 926905]"
1438,"[480014, 962266, 1028816, 948495, 6391381]"
1439,"[480014, 1050851, 8090956, 878285, 1011300]"
1440,"[480014, 6534178, 1092026, 999971, 844165]"
1443,"[480014, 906844, 945662, 965050, 896617]"
1445,"[480014, 1068651, 1005456, 8090509, 918410]"
1446,"[480014, 6979427, 898847, 13095243, 907647]"
1447,"[480014, 972312, 1000672, 900391, 995303]"
1448,"[480014, 1015247, 1099164, 917033, 1050741]"
1450,"[480014, 833351, 6533765, 9526757, 7410288]"
1451,"[480014, 989275, 1070820, 1014458, 9935616]"
1452,"[480014, 1023027, 989101, 5590287, 5585727]"
1453,"[480014, 1138189, 1092588, 12171656, 1110572]"
1454,"[480014, 1045228, 5569374, 5584007, 6514160]"
1457,"[480014, 987724, 1083947, 1139827, 946308]"
1458,"[480014, 962266, 5567702, 7409918, 950098]"
1459,"[480014, 857130, 948832, 934948, 820560]"
1460,"[480014, 1006483, 836635, 9487885, 995965]"
1461,"[480014, 5591490, 6533889, 1029743, 1080155]"
1462,"[480014, 885290, 1011926, 915349, 6391381]"
1463,"[480014, 8090560, 6391497, 8090537, 6534178]"
1465,"[480014, 921406, 1039156, 1100137, 827656]"
1466,"[1404121, 480014, 949294, 1017127, 1082212]"
1467,"[890536, 1085604, 13511722, 480014, 1080414]"
1470,"[480014, 1063739, 1003836, 1029743, 990256]"
1471,"[480014, 994868, 979057, 926804, 6534178]"
1473,"[480014, 10344585, 1126899, 921406, 1093571]"
1474,"[480014, 948119, 1070015, 5568191, 898869]"
1475,"[480014, 1027835, 1057260, 969568, 5568228]"
1476,"[480014, 6533889, 823099, 907099, 1057749]"
1477,"[480014, 961979, 8090440, 986912, 879143]"
1479,"[480014, 977374, 935959, 928123, 999631]"
1481,"[480014, 1008673, 1017195, 885290, 873527]"
1483,"[480014, 1083446, 864335, 955910, 845288]"
1484,"[480014, 1036139, 1049906, 1058997, 968936]"
1485,"[480014, 1075368, 13842214, 1069312, 878715]"
1486,"[480014, 822677, 916767, 871162, 878715]"
1487,"[480014, 940947, 825882, 1051283, 856515]"
1488,"[480014, 1110572, 6773230, 1017201, 1126899]"
1489,"[480014, 9553382, 934427, 923967, 997200]"
1490,"[480014, 6979427, 969866, 8290421, 972143]"
1491,"[480014, 847066, 1094924, 1106373, 907647]"
1492,"[480014, 950550, 1092948, 1102959, 7466806]"
1493,"[480014, 1097001, 7409957, 983078, 1015247]"
1494,"[480014, 838797, 875392, 1104349, 984715]"
1495,"[480014, 1038745, 864143, 827856, 1040927]"
1496,"[480014, 12263464, 1058930, 995880, 7433888]"
1498,"[480014, 862725, 969494, 1018050, 1083070]"
1499,"[480014, 1088147, 14106445, 8203720, 878880]"
1500,"[480014, 1104898, 997200, 833556, 1011457]"
1501,"[480014, 819643, 1116741, 1070820, 1119051]"
1502,"[480014, 9338009, 1017195, 907647, 1042702]"
1503,"[1116050, 480014, 1068651, 1123106, 9653714]"
1505,"[480014, 1043920, 868764, 918046, 849202]"
1506,"[480014, 898980, 988697, 959985, 869047]"
1507,"[480014, 879755, 1097661, 873654, 936355]"
1508,"[480014, 932949, 7025496, 959179, 871722]"
1509,"[480014, 1028422, 1095275, 1016800, 1139569]"
1510,"[480014, 894236, 1126203, 986912, 869573]"
1511,"[480014, 968932, 1058554, 13115548, 1085476]"
1512,"[1404121, 480014, 8090653, 6534178, 947798]"
1513,"[480014, 1008673, 7462562, 13511722, 1137346]"
1514,"[480014, 1126899, 1067419, 880253, 1117336]"
1515,"[480014, 911454, 971922, 962229, 1101010]"
1517,"[480014, 1070820, 862349, 9575181, 836286]"
1518,"[480014, 1124029, 1015280, 1082212, 9527161]"
1519,"[480014, 1067443, 936914, 862535, 1070820]"
1520,"[480014, 5577022, 6534178, 1034619, 1085154]"
1521,"[480014, 1058686, 919644, 871440, 1003836]"
1525,"[480014, 1033615, 873622, 911622, 985119]"
1526,"[480014, 7166723, 894236, 10204735, 844165]"
1527,"[480014, 1068651, 1099164, 951590, 6534178]"
1528,"[480014, 1075368, 6534178, 844165, 13842088]"
1529,"[480014, 965530, 955074, 898847, 912019]"
1530,"[480014, 936830, 999104, 938300, 1058997]"
1531,"[480014, 1100410, 1055853, 1404121, 972445]"
1532,"[480014, 894236, 1095275, 8090513, 5569471]"
1533,"[971474, 480014, 1028421, 850944, 1005637]"
1534,"[480014, 864893, 947658, 932298, 881154]"
1535,"[480014, 1002787, 1118598, 8203851, 869047]"
1536,"[480014, 1075368, 865511, 8090532, 901776]"
1537,"[480014, 917277, 1028422, 870980, 14050461]"
1539,"[480014, 824193, 1033403, 1007136]"
1540,"[480014, 911311, 874736, 852317, 1130777]"
1541,"[480014, 849578, 1036501, 931579, 936914]"
1542,"[480014, 821083, 5569172, 885750, 935993]"
1543,"[480014, 1096573, 1037340, 1008012, 1043494]"
1544,"[480014, 964594, 909249, 1113141, 1018670]"
1545,"[480014, 1106523, 6463775, 858439, 1060872]"
1546,"[480014, 1079023, 1013999, 932949, 828331]"
1547,"[480014, 1104224, 893501, 894236, 6534178]"
1548,"[480014, 875392, 1134483, 856252, 953476]"
1549,"[480014, 986912, 912681, 1021133, 1112333]"
1550,"[480014, 959409, 7167218, 1113588, 985119]"
1552,"[480014, 7433888, 997309, 838712, 944836]"
1555,"[480014, 1090884, 1036501, 862651, 866227]"
1556,"[480014, 1096643, 873887, 1105467, 13842088]"
1557,"[480014, 901776, 867138, 1102829, 6391381]"
1558,"[480014, 1030093, 5569374, 1013389, 919766]"
1559,"[480014, 1075368, 9392700, 821787, 5568758]"
1560,"[480014, 1021519, 1130375, 1081479, 6424472]"
1563,"[480014, 894236, 1008596, 1039156, 957951]"
1564,"[480014, 1046689, 866227, 822646, 1019832]"
1565,"[480014, 1404121]"
1566,"[480014, 1118623, 830568, 895502, 6534178]"
1567,"[480014, 1117039, 953134, 981944, 5573314]"
1568,"[480014, 882489, 1126203, 1126045, 1051323]"
1569,"[480014, 905539, 931532, 12987975, 856827]"
1570,"[480014, 834236, 1112825, 1013615, 962274]"
1572,"[480014, 1126899, 1005274, 833724, 9835509]"
1574,"[480014, 10198378, 910439, 878637, 846043]"
1575,"[480014, 928092, 1119405, 939527, 862349]"
1576,"[480014, 911162, 1056651, 943088, 845109]"
1577,"[480014, 997796, 8119303, 5570048, 888614]"
1578,"[480014, 952781, 1074608, 900370, 1063207]"
1579,"[480014, 5580166, 6534178, 982493, 1093413]"
1580,"[480014, 884897, 877193, 991379, 9527487]"
1581,"[480014, 6463775, 1125391, 912860, 7410215]"
1583,"[480014, 1114653, 922847, 9670830, 1121393]"
1584,"[480014, 957736, 1028891, 1136719, 917407]"
1585,"[480014, 879506, 1126899, 1002178, 1080354]"
1586,"[958067, 480014, 1135681, 948495, 870780]"
1587,"[480014, 1085604, 953539, 870420, 885586]"
1588,"[480014, 841016, 936830, 1095275, 931579]"
1590,"[480014, 1028891, 6533608, 944836, 6391381]"
1591,"[480014, 6396566, 1001827, 826067, 6534166]"
1592,"[480014, 1110764, 6979526, 1007136, 8177622]"
1593,"[480014, 898121, 881917, 1110857, 946308]"
1594,"[480014, 6533765, 1106523, 848970, 901976]"
1595,"[480014, 1006555, 1110042, 971922, 1038894]"
1596,"[480014, 921406, 1046816, 1033046, 848356]"
1598,"[480014, 1069175, 835239, 931672, 1023473]"
1599,"[480014, 9885206, 1089392, 901976, 1109408]"
1602,"[480014, 1006483, 887393, 971983, 1070820]"
1604,"[832678, 480014, 1051211, 1003770, 953539]"
1605,"[480014, 1005186, 1079023, 1075827, 862651]"
1607,"[480014, 1091365, 5569374, 8090513, 10344971]"
1608,"[480014, 1066893, 822677, 839849, 928092]"
1609,"[480014, 6632283, 892728, 6533889, 823775]"
1611,"[480014, 8181555, 1037840, 1035136, 934639]"
1612,"[480014, 1117059, 7025114, 6534178, 1126899]"
1613,"[480014, 890283, 864615, 9297136, 1029743]"
1614,"[480014, 995852, 926065, 1404121, 1063739]"
1615,"[480014, 1077143, 9835619, 1089074, 6773209]"
1617,"[480014, 997796, 902659, 1064574, 1127758]"
1618,"[480014, 1018050, 862349, 887393, 828857]"
1619,"[480014, 970160, 932179, 1018050, 6533889]"
1620,"[480014, 1029252, 5569792, 1110572, 959409]"
1621,"[480014, 7166861, 985866, 7433888, 8119303]"
1622,"[480014, 833351, 1026209, 928123, 1031864]"
1623,"[480014, 6533765, 948832, 6534166, 864893]"
1624,"[480014, 997309, 964977, 986912, 912681]"
1625,"[480014, 1110843, 1007136, 879755, 1031923]"
1627,"[480014, 5580166, 1038745, 865330, 880427]"
1629,"[480014, 991379, 881154, 1017195, 13095243]"
1630,"[480014, 865026, 1128861, 1107760, 1098284]"
1631,"[480014, 955043, 1120741, 1116578, 1089766]"
1632,"[480014, 5585635, 916993, 1070820, 5587043]"
1633,"[480014, 1064213, 1028891, 1093413, 1090676]"
1634,"[480014, 907631, 898510, 838136, 1076195]"
1635,"[480014, 957951, 1135044, 850044, 1045228]"
1636,"[844441, 480014, 1085604]"
1637,"[1014948, 827999, 1053282, 1132911, 480014]"
1638,"[480014, 850058, 5587133, 1058997, 5585727]"
1639,"[480014, 1030093, 907281, 903230, 900112]"
1640,"[480014, 1075368, 1037840, 8090532, 8090521]"
1641,"[480014, 1404121, 1076875, 1126899, 1125530]"
1642,"[480014, 895268, 1033220, 970160, 12427353]"
1643,"[480014, 1016800, 917033, 926905, 9297403]"
1644,"[480014, 1068651, 1134483, 6904419, 989157]"
1647,"[480014, 1092885, 887503, 986947, 962970]"
1648,"[480014, 1076580, 852035, 9553382, 5568228]"
1649,"[480014, 997309, 1094924, 929726, 932179]"
1650,"[480014, 944137, 858711, 1091520, 854754]"
1651,"[480014, 5587837, 954642, 1055737, 5586076]"
1653,"[480014, 1010190, 9396705, 894236, 6534178]"
1654,"[480014, 894236, 887102, 8090533, 844441]"
1656,"[480014, 6533362, 1094924, 905436, 9935616]"
1657,"[480014, 1006649, 5587043, 879506, 1116635]"
1658,"[480014, 885290, 1070845, 968774, 1051093]"
1659,"[480014, 989101, 1059527, 1028816, 968215]"
1660,"[480014, 955774, 5570408, 6602697, 923149]"
1661,"[480014, 990897, 823862, 865705, 1126899]"
1662,"[480014, 919644, 880427, 1053730, 825703]"
1663,"[480014, 6534178, 947658, 5568509, 5573812]"
1664,"[480014, 935993, 868764, 857554, 938431]"
1665,"[480014, 989354, 6533889, 1043006, 981874]"
1666,"[480014, 889649, 1051394, 1046275, 908940]"
1667,"[480014, 844165, 1092026, 845675, 1076875]"
1668,"[480014, 1085256, 6534178, 1113381, 849100]"
1671,"[480014, 908346, 992010, 1126899, 899446]"
1672,"[480014, 1075305, 984677, 985119, 962118]"
1673,"[480014, 1036501, 1131312, 973630, 1130581]"
1676,"[480014, 1026258, 921406, 888586, 1018339]"
1677,"[480014, 1051637, 826695, 1093334, 885290]"
1678,"[480014, 1090931, 1108654, 1106523, 885795]"
1679,"[480014, 964356, 986912, 9575181, 1108429]"
1680,"[480014, 820486, 1006649, 1123035, 1129610]"
1681,"[480014, 907128, 1054567, 982755, 901776]"
1683,"[480014, 5574377, 5569471, 9802981, 1036347]"
1684,"[480014, 9881593, 8090956, 1063739, 1106523]"
1685,"[480014, 1091365, 1060269, 5578643, 1069039]"
1686,"[480014, 953539, 1070782, 1077143, 6919433]"
1687,"[480014, 5995603, 823099, 833556, 820560]"
1688,"[480014, 1033615, 1139525, 1028715, 1055155]"
1689,"[480014, 866548, 1053612, 835300, 965331]"
1690,"[480014, 6534077, 951590, 935546, 1033615]"
1691,"[480014, 1067695, 5574377, 895930, 932949]"
1692,"[480014, 1008673, 1023958, 1055863, 9420336]"
1693,"[480014, 1116741, 6391381, 948495, 1083043]"
1694,"[480014, 1083043, 864143, 6533765, 879143]"
1695,"[480014, 989101, 1134483, 1095275, 856788]"
1697,"[480014, 1016800, 965292, 1135995, 922847]"
1698,"[480014, 14050461, 869177, 834833, 5585510]"
1699,"[480014, 1089066, 1043494, 928036, 1054216]"
1700,"[480014, 6944571, 941856, 1101858, 1088835]"
1701,"[480014, 970119, 997796, 6534077, 1136719]"
1702,"[480014, 1003487, 1039126, 1020823, 1016800]"
1703,"[480014, 1135868, 1057260, 866177, 1114811]"
1704,"[480014, 1404121, 12384431, 1044955, 931532]"
1705,"[480014, 13842214, 13842090, 1079292, 1047944]"
1706,"[480014, 901711, 1089381, 860248, 6463729]"
1707,"[480014, 861445, 1085604, 890513, 1019089]"
1708,"[480014, 839208, 7409957, 924610, 1017325]"
1710,"[480014, 820301, 5584620, 833860, 1017061]"
1711,"[480014, 906844, 9297056, 951821, 934369]"
1712,"[480014, 1033324, 827671, 834382, 1057260]"
1713,"[480014, 851188, 923149, 870927, 12670071]"
1714,"[480014, 1074241, 1016800, 1114653, 945244]"
1715,"[480014, 1127470, 969932, 1093571, 5592888]"
1716,"[480014, 5995597, 1085604, 849098, 5995316]"
1717,"[899682, 480014, 862535, 852360, 882489]"
1718,"[480014, 10204392, 1037840, 1018588, 866540]"
1719,"[480014, 1070820, 916993, 951102, 871433]"
1720,"[480014, 1077359, 856215, 862349, 819978]"
1721,"[480014, 12524174, 955910, 909638, 9296804]"
1722,"[480014, 1123536, 1097001, 1127716, 897953]"
1723,"[480014, 870559, 922561, 855672, 5580166]"
1724,"[480014, 890455, 906658, 842126, 984491]"
1726,"[480014, 819643, 6391381, 948495, 963835]"
1728,"[480014, 9419470, 9296919, 865156, 8020234]"
1729,"[480014, 1110843, 1008673, 1066685, 862981]"
1730,"[6534178, 6533765, 1031864, 1108168, 480014]"
1731,"[480014, 1017472, 5569135, 839849, 882441]"
1732,"[480014, 982469, 823099, 1065122, 1029743]"
1733,"[480014, 894439, 1086740, 13842088, 1016800]"
1735,"[480014, 1082990, 859426, 8019273, 1057315]"
1737,"[480014, 5583944, 5587133, 5584808, 850058]"
1738,"[922847, 480014, 1118033, 915041, 937626]"
1739,"[480014, 1053690, 1048462, 896761, 1111839]"
1740,"[480014, 1029112, 1075368, 12946027, 1074333]"
1742,"[480014, 864335, 1019637, 829459, 1114653]"
1743,"[480014, 993685, 6534178, 848971, 986021]"
1744,"[480014, 900391, 1114811, 6533437, 916758]"
1745,"[480014, 1043006, 6944571, 988697, 882441]"
1746,"[480014, 1122405, 1075368, 1096791, 1051323]"
1747,"[480014, 6979005, 852080, 9297403, 6534178]"
1748,"[480014, 891505, 947798, 1085604, 975649]"
1749,"[480014, 1042571, 934399, 1009719, 862349]"
1750,"[480014, 901711, 833556, 920109, 870780]"
1751,"[480014, 1082990, 1070820, 1023979, 1083740]"
1752,"[480014, 985119, 951590, 1119089, 1075470]"
1753,"[480014, 13842224, 1094371, 879755, 1051069]"
1754,"[480014, 1139569, 1129610, 6533765, 1028715]"
1755,"[480014, 1093413, 8090513, 999714, 5570882]"
1758,"[480014, 1126899, 1115553, 896085, 891752]"
1759,"[480014, 888111, 1111986, 819330, 1126899]"
1760,"[480014, 1053063, 862535, 1038985, 1080884]"
1761,"[480014, 921288, 847789, 8203710, 892503]"
1762,"[480014, 6534178, 1016800, 1080429, 983584]"
1763,"[480014, 1118623, 1075368, 1037840, 1043006]"
1764,"[480014, 5565925, 1126899, 854261, 1075368]"
1765,"[480014, 1043494, 981944, 908145, 971949]"
1766,"[480014, 7167249, 830582, 975649, 947201]"
1767,"[480014, 1116635, 986912, 953539, 983959]"
1768,"[480014, 12946027, 9707137, 1120532, 7410215]"
1769,"[480014, 999625, 5563693, 1109778, 8203834]"
1770,"[480014, 989101, 1063739, 1070015, 825541]"
1771,"[480014, 8160430, 12263449, 1075007, 919704]"
1773,"[480014, 831888, 834158, 925112, 947146]"
1774,"[480014, 986156, 1000672, 863506, 848268]"
1775,"[480014, 853756, 1037332, 856942, 5574377]"
1776,"[480014, 1076587, 986912, 1071333, 1068562]"
1777,"[480014, 989249, 1126899, 10455579, 1080354]"
1778,"[480014, 6534178, 1019286, 984491, 1017195]"
1779,"[480014, 1010164, 963365, 1125391, 862349]"
1781,"[480014, 1028816, 847207, 6534166, 1057102]"
1782,"[480014, 1003616, 999639, 1072523, 960318]"
1783,"[480014, 1058997, 1093359, 905340, 9835509]"
1784,"[480014, 849578, 886395, 1106271, 8090956]"
1785,"[480014, 938512, 1126899, 993466, 9526100]"
1786,"[480014, 1109778, 1045966, 10285144, 8203782]"
1788,"[480014, 1017127, 934399, 1060567, 823775]"
1789,"[480014, 1109778, 1111839, 907128, 1008596]"
1790,"[480014, 997096, 997309, 972312, 991874]"
1791,"[480014, 854607, 6944571, 7157395, 894236]"
1792,"[480014, 1075368, 1006573, 880888, 9526770]"
1793,"[480014, 1033857, 843304, 969866, 939636]"
1794,"[480014, 1102416, 10345155, 10344585, 890455]"
1795,"[480014, 949616, 5591315, 5995423, 828805]"
1796,"[480014, 1083721, 845265, 927841, 925626]"
1797,"[480014, 1112825, 829621, 996009, 1031087]"
1799,"[480014, 1116578, 1080884, 1113588, 1117039]"
1800,"[480014, 6534178, 906658, 7025094, 1058997]"
1801,"[480014, 1116635, 824037, 839208, 854900]"
1802,"[480014, 1101653, 5568191, 885290, 880000]"
1803,"[480014, 939860, 1005637, 850944, 1028421]"
1804,"[480014, 1075007, 937626, 848669, 946788]"
1805,"[480014, 1075368, 931255, 1065017, 1006483]"
1806,"[480014, 839094, 857697, 1076875, 895295]"
1807,"[480014, 1112825, 1073150, 7025114, 976065]"
1808,"[480014, 1037840, 883186, 894236, 1005186]"
1809,"[480014, 825753, 1120085, 964327, 899580]"
1810,"[480014, 864893, 1108094, 1098284, 860248]"
1811,"[480014, 901976, 1021133, 1072685, 1135258]"
1812,"[480014, 5591490, 1070015, 852014, 824073]"
1814,"[480014, 1112825, 1028891, 825176, 865705]"
1815,"[480014, 895502, 990256, 981944, 850058]"
1816,"[480014, 1114992, 839094, 1049920, 876521]"
1817,"[480014, 1116635, 1005274, 895930, 824796]"
1818,"[480014, 1111839, 861345, 1043563, 1129671]"
1819,"[480014, 936914, 6602697, 981716, 877498]"
1820,"[480014, 1068651, 8090546, 850944, 854261]"
1821,"[480014, 1056212, 983584, 9526412, 1102829]"
1823,"[480014, 862651, 1119374, 1070820, 990256]"
1824,"[480014, 1023226, 8177622, 862010, 1043787]"
1826,"[480014, 935570, 1033234, 1029743, 863332]"
1827,"[480014, 1116578, 12988031, 1081479, 9575582]"
1829,"[480014, 1065979, 8203851, 1135044, 1001827]"
1831,"[480014, 873527, 909268, 968774, 893739]"
1832,"[480014, 986760, 996009, 1045121, 1137775]"
1833,"[480014, 819063, 1090931, 1089066, 972191]"
1834,"[480014, 944139, 1021116, 1054402, 1125123]"
1835,"[480014, 1026258, 1044259, 862535, 1015067]"
1837,"[480014, 8019681, 870428, 13842088, 957928]"
1839,"[480014, 9553048, 968057, 1003836, 5995180]"
1841,"[480014, 1062572, 935342, 1046816, 9859112]"
1842,"[480014, 906017, 993638, 1093334, 1080354]"
1843,"[480014, 9707240, 849202, 6534657, 1010190]"
1845,"[480014, 823775, 9881593, 1126899, 979239]"
1846,"[480014, 5569471, 898466, 839208, 1116635]"
1847,"[480014, 1131115, 862349, 866355, 1070820]"
1848,"[480014, 894439, 892573, 1135834, 1105467]"
1849,"[480014, 1005186, 849701, 980657, 1109598]"
1850,"[480014, 862349, 1012052, 1062128, 6534178]"
1851,"[480014, 821787, 5569374, 5569098, 997200]"
1852,"[480014, 6534178, 1057260, 1072917, 841365]"
1854,"[480014, 1077975, 862822, 1055504, 983078]"
1856,"[480014, 935959, 1134174, 1028816, 861445]"
1857,"[480014, 1031316, 1009368, 1092026, 1139525]"
1858,"[480014, 992986, 1027372, 1065061, 848071]"
1859,"[480014, 1082990, 1119950, 9487727, 1069312]"
1861,"[480014, 1043006, 1047944, 897907, 1111839]"
